iteration,step,U_bar,S_bar
0,57,0.8397477165274307,0.892433360108025
0,58,0.8392657608397839,0.8969423462225504
0,59,0.8346252581487014,0.8910984373272431
0,60,0.836647151468523,0.8865196391706146
0,61,0.838770357724908,0.883313171231406
0,62,0.8405656199463502,0.889934254139795
0,63,0.8449361950581059,0.8942352382239783
0,64,0.8400426342407176,0.8899328238251918
0,65,0.8347352627249591,0.8875606516498286
0,66,0.8407269610026796,0.8912932464087756
0,67,0.838043418917772,0.8880779139404248
0,68,0.8356864371707265,0.8849794706281833
0,69,0.8358058531163134,0.8901948938687916
0,70,0.8320402561146704,0.8905782892134216
0,71,0.8295171474917514,0.8923332981866772
0,72,0.8297925974191128,0.887205034053308
0,73,0.8273809804264193,0.885994656813831
0,74,0.8313912801112313,0.8922937616028213
0,75,0.832731937043592,0.8922208635758765
0,76,0.8318614519422127,0.8897997867995474
0,77,0.8323013453710607,0.888616349186935
0,78,0.8336301813354807,0.8880788028371011
0,79,0.8348415785902767,0.8856822280061859
0,80,0.8379201573633305,0.8849942261964774
0,81,0.8405237693122115,0.8867876778318861
0,82,0.8333023709038629,0.8869649610788792
0,83,0.8338716965188546,0.8819760509085979
0,84,0.8317432439983531,0.8710667963647929
0,85,0.8312669389476498,0.8700665285249406
0,86,0.825922788195095,0.8681173190512533
0,87,0.825263541151991,0.8699658231257201
0,88,0.8166121276093554,0.8629666832202783
0,89,0.8127338642131059,0.8539852550171294
0,90,0.809281482510188,0.8547583635330547
0,91,0.8101061753874174,0.8549550791905911
0,92,0.8127195104357555,0.8553721255638905
0,93,0.8131331916096775,0.8484736613087802
0,94,0.80574192622421,0.854372763514795
0,95,0.8024214801197935,0.8479547046755032
0,96,0.8022507753207012,0.8500741626229521
0,97,0.8007711003600687,0.8539588336793967
0,98,0.8035911995460367,0.8514538797553007
0,99,0.7995980493311677,0.848900205554189
1,0,0.5666666666666668,0.608000662640317
1,1,0.6204620462046204,0.6698778150115262
1,2,0.662640056022409,0.7204850035748995
1,3,0.6998844197873325,0.7420735091558663
1,4,0.7125138750138749,0.7647578597615077
1,5,0.7373757988043703,0.779278438533592
1,6,0.7588231344127571,0.7921390795162752
1,7,0.7726230499388829,0.7978906687935162
1,8,0.7876121688116442,0.8114247022035521
1,9,0.7906436124776939,0.8166107404586824
1,10,0.8062900510691109,0.8297134814811138
1,11,0.8191332183979242,0.8431105677280775
1,12,0.8293811390339475,0.8470143802830217
1,13,0.8339310374472297,0.8495050539245388
1,14,0.8414674179329141,0.8485654955573815
1,15,0.8477759000974133,0.8524497609662282
1,16,0.8529688872576833,0.8589181234617476
1,17,0.8572157745005144,0.8685894484909247
1,18,0.8585867641238427,0.8723452855437888
1,19,0.867982978504487,0.880570928630536
1,20,0.8662676573761511,0.874308966633483
1,21,0.8695154937970953,0.8761444925768181
1,22,0.8744401508675433,0.8827302414863639
1,23,0.8735641455404809,0.8832839113128097
1,24,0.872472912359131,0.8792816898082733
1,25,0.8732845770343683,0.8852388551421732
1,26,0.8714903123780176,0.8897883245503047
1,27,0.8753248033388745,0.8918388480490588
1,28,0.8768436523031586,0.8914710893848735
1,29,0.8746977374511833,0.8874128018769462
1,30,0.8752259416011655,0.8928245454839222
1,31,0.8821656006749446,0.8983488885417428
1,32,0.8768970963349719,0.8949349952317827
1,33,0.8768987676749831,0.8965058831999795
1,34,0.8787883044466763,0.9002816260295126
1,35,0.8795049855080366,0.8967639095457318
1,36,0.8761756649540168,0.8886318100323584
1,37,0.8729145133615728,0.8850871062271094
1,38,0.8693294887603913,0.8816880424578538
1,39,0.8661206967250946,0.8825749900849174
1,40,0.867189015909234,0.8851574200416434
1,41,0.8661661542911847,0.8874888629922686
1,42,0.8667033392875118,0.885554480919562
1,43,0.8629194716815335,0.8839986119713151
1,44,0.8621268963301314,0.8872547872103539
1,45,0.8601447759396572,0.8875155657248829
1,46,0.857308002998992,0.882170522576849
1,47,0.8582359904745839,0.8879200919224735
1,48,0.8559062174799489,0.8855446110482834
1,49,0.8538558071891864,0.8861799678356859
1,50,0.849236480011416,0.8852998342236187
1,51,0.8506148918216714,0.8842891773324598
1,52,0.8529105582476175,0.8890383907683871
1,53,0.8561613856998399,0.8870495972535744
1,54,0.8557575786566073,0.8845740094346862
1,55,0.8534747059129058,0.8806911552553361
1,56,0.8529813008220781,0.8840782850255516
1,57,0.8546753998955863,0.8836804451196854
1,58,0.8537808127489176,0.8820495603464796
1,59,0.8600976595982781,0.8883865404237067
1,60,0.865562723483162,0.8913567317769111
1,61,0.8668845646874507,0.8946447803306138
1,62,0.8684151753365621,0.892444173188449
1,63,0.8691639716114766,0.8958304901255829
1,64,0.8687461435406822,0.8969245162989088
1,65,0.8677816076454092,0.896463477217561
1,66,0.8695165744581338,0.9004183349244645
1,67,0.8713310906195563,0.9010294113086411
1,68,0.8756367279833475,0.9051704514177474
1,69,0.8736309140887074,0.9013947391730557
1,70,0.8753432283384855,0.9015025360139497
1,71,0.8770892514378213,0.9015206881942647
1,72,0.8737222776022248,0.8992348946204298
1,73,0.8754070063807057,0.8992337112847659
1,74,0.8765981340389182,0.9017057866140632
1,75,0.8766457891537021,0.9018973448419242
1,76,0.8802224252615609,0.9044827008695151
1,77,0.8807388064563905,0.9047067602432856
1,78,0.8729472343548519,0.8976485069817229
1,79,0.8742174950935763,0.9020120835691228
1,80,0.8719019571975332,0.8992487171052734
1,81,0.8684835282771993,0.8964176714837243
1,82,0.8716328129795955,0.8998631924064139
1,83,0.8710199925991384,0.8998536647111829
1,84,0.8721788892051802,0.8993461019161433
1,85,0.8708138146662847,0.8995700530855198
1,86,0.868784772322456,0.8966279947976298
1,87,0.8668470139117039,0.8969477965267842
1,88,0.8697638418133933,0.8980453564311256
1,89,0.8654341238491833,0.8930790514053109
1,90,0.8626366533819545,0.8904056940430893
1,91,0.861666124033886,0.8867160347714902
1,92,0.8608847509689544,0.8883243195959882
1,93,0.8573283423221212,0.8917268513817576
1,94,0.8542171294956078,0.8901433314708084
1,95,0.8547736537342757,0.8890677285830555
1,96,0.8546944922419482,0.8912854608223748
1,97,0.8544306463756788,0.8920730090409077
1,98,0.8492275264968886,0.8904679771825802
1,99,0.8486069281281375,0.8888231809509872
2,0,0.5666666666666667,0.5850012320461939
2,1,0.6163366336633662,0.6292477582123477
2,2,0.6509103641456582,0.6574695449798752
2,3,0.6789644012944984,0.695373774444334
2,4,0.7046814296814297,0.7225588385902767
2,5,0.7182446389589247,0.738750216987293
2,6,0.7366003493361983,0.767630268782805
2,7,0.750748740447751,0.7769645343313456
2,8,0.768543551336164,0.7932598691064525
2,9,0.775715016190987,0.8068158867057186
2,10,0.7902371901794923,0.8174178486529962
2,11,0.7992640317330717,0.8244975984070114
2,12,0.8140179355311625,0.8465905638328396
2,13,0.8267291960043817,0.8581466352719898
2,14,0.8284771886703506,0.8603829169667007
2,15,0.8376527734969679,0.872666039212505
2,16,0.835697414100318,0.8600586452626492
2,17,0.8383647361893561,0.8714582375093142
2,18,0.833268812614728,0.866257927767189
2,19,0.837411952880772,0.8623259824592192
2,20,0.8411745467008626,0.8650463446905988
2,21,0.8418820595926397,0.8693683738419734
2,22,0.8449863653305416,0.8712824978975844
2,23,0.8485445393102926,0.8759816784148303
2,24,0.8472963308668198,0.8689504130007208
2,25,0.8528214578918037,0.8754540722992347
2,26,0.8571582682011408,0.8828595898888143
2,27,0.8643370270115798,0.8870106248176323
2,28,0.8701393274295132,0.8893240864081683
2,29,0.8674130411065647,0.8875076284768112
2,30,0.8682811043227344,0.8891904123596318
2,31,0.8697591354545637,0.8914167904689154
2,32,0.8663541480256383,0.8871182432235009
2,33,0.8690740015048228,0.8892669828432176
2,34,0.8690129792503408,0.8962529136622462
2,35,0.868406590694995,0.8977701426523957
2,36,0.868753311175991,0.9009334515083038
2,37,0.8666646301783018,0.8990389571389062
2,38,0.8658824966791104,0.9006238845504182
2,39,0.8602524775376694,0.8985337646938099
2,40,0.858758268871123,0.9027854198825832
2,41,0.8595334920883446,0.9027387318308607
2,42,0.858825583257577,0.8988468263026206
2,43,0.8525555314422324,0.8940642417521562
2,44,0.8515377805492279,0.8907488046380156
2,45,0.8535015018221093,0.8965572913658085
2,46,0.8551023214833313,0.8958964080936012
2,47,0.8484791156674785,0.8853514796715104
2,48,0.8478108660703896,0.884036628031284
2,49,0.8471319146829415,0.8798673646807984
2,50,0.842928954948473,0.8723799152680124
2,51,0.8405459847796976,0.8702529318543839
2,52,0.8393205171670034,0.8711047109610324
2,53,0.8386032005249487,0.8646659087425516
2,54,0.8328592911811012,0.8674608102447408
2,55,0.8314044214806919,0.871263784707104
2,56,0.8345483723608174,0.8769470139397894
2,57,0.837107375288955,0.8858128672847585
2,58,0.8360244930996995,0.8860298447966546
2,59,0.8371982063441082,0.8894772043682581
2,60,0.8376214406317086,0.8882789810873108
2,61,0.8340889084757332,0.88042607080317
2,62,0.8365447689723053,0.8797022621043702
2,63,0.8376873866040018,0.8827039242304607
2,64,0.8420764427612591,0.8869021033265556
2,65,0.8476216547816787,0.8885582476866734
2,66,0.8452915527756756,0.8851356565849342
2,67,0.8455139185021593,0.8832115509043567
2,68,0.8415732156324646,0.8784118776351846
2,69,0.8390124552523269,0.8786189433246011
2,70,0.838845387872175,0.8819248793267153
2,71,0.8404725711804065,0.882661823460509
2,72,0.8382212254772101,0.8841723945434565
2,73,0.8342019925869189,0.8822459432123437
2,74,0.8345440519098272,0.8817594013362691
2,75,0.8352342385162607,0.8778023179256825
2,76,0.8331025017063454,0.8797793537862101
2,77,0.834007725655437,0.8842442560789032
2,78,0.8339822376862916,0.8840832230442586
2,79,0.8356226020571396,0.8799817744778679
2,80,0.8350132605836604,0.8739755383260633
2,81,0.8314230827915625,0.8729424609042374
2,82,0.8334888335103189,0.8774140352872672
2,83,0.8337225779943619,0.8791147194548146
2,84,0.8340074700712653,0.8776816708363774
2,85,0.8346343004358889,0.8821877086362638
2,86,0.8349515437699713,0.8763096995229602
2,87,0.8399412241167487,0.8779211335310817
2,88,0.8370071899249534,0.8738072390939333
2,89,0.835467315182962,0.8779222254344657
2,90,0.8328563014445155,0.88138166833724
2,91,0.8360682049741798,0.8849058252409961
2,92,0.8348215860462526,0.8831151556864009
2,93,0.8357024714394343,0.8822864694558681
2,94,0.8342222099449627,0.8853346569065462
2,95,0.8350759916251181,0.8900665309472314
2,96,0.834538010253903,0.8896627751759504
2,97,0.8304158580694218,0.8870419643354311
2,98,0.835967011935116,0.8923823160587169
2,99,0.8418159868920875,0.8949328313086025
3,0,0.5208333333333334,0.5374144647938313
3,1,0.5597359735973597,0.59389404882118
3,2,0.584733893557423,0.5945639917044037
3,3,0.624618585298197,0.6627217779641182
3,4,0.6435439560439561,0.6911671266471985
3,5,0.6749217713503427,0.7283575327609757
3,6,0.6853053000458661,0.7172315808669856
3,7,0.703026375463154,0.7381513089883277
3,8,0.7143079405592304,0.7446639246450075
3,9,0.7270536775060024,0.7599445420960401
3,10,0.7455906177117125,0.770315255128848
3,11,0.7636722712574106,0.7902566647245189
3,12,0.776409004590672,0.8008153145278697
3,13,0.7814196776507388,0.8023237701278193
3,14,0.7856753964491866,0.7959810580497607
3,15,0.7852480151726349,0.78923477716203
3,16,0.7907170604652455,0.8032504699265042
3,17,0.7943305457108348,0.8094859358168348
3,18,0.7990265148435374,0.821415369997892
3,19,0.8024612044114736,0.8268948689389126
3,20,0.8109100805365023,0.8440211044228275
3,21,0.8167140144760238,0.8502404579876937
3,22,0.8188798504031618,0.8546900131410826
3,23,0.8266270028915758,0.864496864013011
3,24,0.8276771876113385,0.8648101942610777
3,25,0.8260851114724854,0.8688362502602847
3,26,0.8287819884253423,0.8723176399457975
3,27,0.8330838012847916,0.8738048570968329
3,28,0.8335997715020169,0.8726542112007363
3,29,0.8326380445030801,0.8673903066714436
3,30,0.8291065748503338,0.8591492746302268
3,31,0.820974689415368,0.8514643760587544
3,32,0.8181723740014958,0.8482139220823975
3,33,0.8184702492611855,0.8556243152467347
3,34,0.8234694911136117,0.8686108781329726
3,35,0.8228033240645974,0.8701837169853415
3,36,0.823097125972409,0.8704886537188226
3,37,0.8212008733732635,0.8676712489488552
3,38,0.8214176089113907,0.8595974411291906
3,39,0.8201175435054721,0.8507516446716713
3,40,0.826298304042617,0.8584791827542357
3,41,0.8348663407920116,0.8699136336993579
3,42,0.8366576497119345,0.8708458841912622
3,43,0.8361885782927119,0.8682366378696282
3,44,0.8398823466059971,0.8734867967204454
3,45,0.8404413637141391,0.8715585618383457
3,46,0.8330227094801597,0.8675301318428172
3,47,0.8319944311505238,0.8657165858888577
3,48,0.8309448938344146,0.8670458257420358
3,49,0.8371232523174938,0.8842242389658789
3,50,0.8334395612737919,0.886963987096954
3,51,0.838104994238221,0.890583042688513
3,52,0.8355403097845588,0.8851031264124021
3,53,0.8347064947663028,0.8830369522682183
3,54,0.8350703482154378,0.8846479554933698
3,55,0.8364831576908486,0.8865154354652882
3,56,0.838694658357984,0.8817588496152754
3,57,0.8342321886428816,0.8779933181052124
3,58,0.8319433641768411,0.8749204144188536
3,59,0.8364552476694592,0.8823970418601333
3,60,0.8384456230067812,0.8785902171737657
3,61,0.8336528743568388,0.8794770853101622
3,62,0.8341694710095822,0.8781674894675512
3,63,0.8325441581304652,0.878904566347988
3,64,0.832912154294082,0.8799365256134093
3,65,0.8313658770756265,0.8766507579778732
3,66,0.8313913995263704,0.8774791607036024
3,67,0.8347744924942396,0.880375211495892
3,68,0.8380087036343646,0.8830415530538849
3,69,0.8342365442083004,0.8783452545379894
3,70,0.8325607670631939,0.8812266325792044
3,71,0.828767480939564,0.8766730953675957
3,72,0.8286539239263204,0.8784556303147252
3,73,0.832943160466392,0.8821097594466806
3,74,0.8305395613788631,0.8793085261043013
3,75,0.8307773938697538,0.8783035131059796
3,76,0.8262303306456709,0.8777898807872776
3,77,0.830100354150629,0.879690593818847
3,78,0.8303721952811991,0.8785991176724757
3,79,0.8194629290178704,0.8696304947695842
3,80,0.8190462461535845,0.8695217789578805
3,81,0.8210860834661916,0.8673972632001801
3,82,0.8203051321043403,0.8715052394667463
3,83,0.8174952150072359,0.8634343052349701
3,84,0.8176528327743711,0.8617961561400926
3,85,0.814410894908943,0.865669888403949
3,86,0.8162141410068018,0.8632998450867156
3,87,0.8135385994821809,0.8671825806054716
3,88,0.813875088045855,0.8681607379046614
3,89,0.8200771135854474,0.877439759245385
3,90,0.8157224478135064,0.8750996881720521
3,91,0.8121201134740476,0.8737475469024117
3,92,0.8132068144096597,0.8671522664838273
3,93,0.8152220945393899,0.8714616627053297
3,94,0.8177918087539305,0.8732805748208384
3,95,0.8189946017303463,0.8697776138161879
3,96,0.8131069863027292,0.8654153856056052
3,97,0.8178818442277495,0.8733189961404619
3,98,0.8145684862802873,0.8680730489215112
3,99,0.8171900636072688,0.8695841088319503
4,0,0.5416666666666666,0.5818295711727973
4,1,0.5932343234323432,0.6027849611827427
4,2,0.6160364145658264,0.6070359935913758
4,3,0.634751117275389,0.6054133491221362
4,4,0.6464178182928182,0.6334429094031258
4,5,0.6638697281554425,0.6418674461958285
4,6,0.6734438648353742,0.6787947810531281
4,7,0.6785768298343889,0.6835546341646636
4,8,0.6981334768045725,0.7173864996163104
4,9,0.7102062107817355,0.7273725481680618
4,10,0.7305223965373839,0.7426468377689946
4,11,0.739695791940374,0.761694217517061
4,12,0.7498903348834932,0.7724886787986815
4,13,0.7649188845909988,0.7965352968210787
4,14,0.7771241383918589,0.8046946137701623
4,15,0.7896618775101746,0.8152752960348384
4,16,0.8000958767976624,0.8249889724751561
4,17,0.8099746070521547,0.8338744648563342
4,18,0.8129602012845732,0.8348810156574862
4,19,0.8129465398111522,0.8330858124007781
4,20,0.815282797924893,0.8334425183255266
4,21,0.8188451163157585,0.8353001348386877
4,22,0.8166044274796749,0.8217917505350723
4,23,0.8152734293025391,0.8229707877205594
4,24,0.8195599621452264,0.8289256155969416
4,25,0.8184195315072149,0.8299549224280802
4,26,0.8192958621546074,0.8274508469328921
4,27,0.8199708765061294,0.8356247751289964
4,28,0.821069505787545,0.8438590877075064
4,29,0.8261604134388978,0.8505491184331198
4,30,0.826065339702101,0.8573536264744946
4,31,0.8280314379397403,0.8609145730367729
4,32,0.8337138453831021,0.880068724283323
4,33,0.8338376751946768,0.8757746647300874
4,34,0.8282829555946657,0.8651441702183335
4,35,0.8278052546451914,0.8643511289735901
4,36,0.8331033848914887,0.8742525242908095
4,37,0.8370125014264228,0.8808798616716601
4,38,0.8352186666137722,0.8759301690353264
4,39,0.8380867248325712,0.8810354684365846
4,40,0.8430417554731057,0.8815213434792636
4,41,0.8448834209070832,0.8837160632991675
4,42,0.8485120898005832,0.8820767013381611
4,43,0.850365356272348,0.8856955672093795
4,44,0.8581987970600166,0.8946652318137155
4,45,0.8580627257113395,0.8880764691813565
4,46,0.8572622143146855,0.8885727143689662
4,47,0.8595107746418384,0.8945659404017466
4,48,0.8642966887961168,0.8948136483650497
4,49,0.8605751030428133,0.8890778678285806
4,50,0.8574015566327451,0.8900132330209726
4,51,0.8532523904594741,0.8843288794215861
4,52,0.858835195927853,0.8925048552535483
4,53,0.8566479272776666,0.8865367221499302
4,54,0.8529389672640588,0.8864304937505263
4,55,0.8531105786760177,0.8912784527425541
4,56,0.8559983976963434,0.8926625970675847
4,57,0.8547612492981093,0.8905643433244472
4,58,0.8518294824812773,0.8915465836758724
4,59,0.8475315925389197,0.8908349681612096
4,60,0.847026061290641,0.889807971242259
4,61,0.8483737935660652,0.8918846646510118
4,62,0.8454879188900767,0.8880987298220147
4,63,0.8491854374680509,0.8917860804116536
4,64,0.8542289891935235,0.8980008739318257
4,65,0.8512577081155992,0.8922116943792772
4,66,0.8469855860699624,0.8864365234392645
4,67,0.8492589400856526,0.8944429390588527
4,68,0.8484084103824792,0.8859526535624591
4,69,0.8485012500842437,0.8842650774983126
4,70,0.8530228179298199,0.8867793149565019
4,71,0.8509479591739019,0.8839048594407576
4,72,0.845919930004066,0.8805514092905523
4,73,0.844767455875541,0.879275775600189
4,74,0.84329201444653,0.8779906132961244
4,75,0.8424516021554268,0.8817037314554932
4,76,0.8416081031108594,0.8820413655573677
4,77,0.837970386684656,0.8746699630601277
4,78,0.8356693351043423,0.8778633804051965
4,79,0.8365016328914227,0.8782649257880449
4,80,0.8312585496988399,0.8783434632725153
4,81,0.826840086458024,0.8716506376930215
4,82,0.8301280702425274,0.8768639888651151
4,83,0.8272762662352419,0.8783095751064959
4,84,0.822917366491389,0.8758626548594136
4,85,0.8217326339341415,0.8730417950750676
4,86,0.8171812043927209,0.8685872492315485
4,87,0.8217478131632482,0.8774631081666842
4,88,0.8214772631333449,0.8740018944143713
4,89,0.8247615793756294,0.8829788236356538
4,90,0.823227567538412,0.879130887124019
4,91,0.8284342525272896,0.8900267937733198
4,92,0.830149184483655,0.8859897862525692
4,93,0.8341146503209019,0.8842938603478196
4,94,0.8368661217972847,0.8860041145189327
4,95,0.8399441814960001,0.8881761124128855
4,96,0.8395731251006427,0.887888001511792
4,97,0.8354417104873029,0.8845962892297801
4,98,0.8356232147951332,0.8828439126055632
4,99,0.8393844766121583,0.8893981470605758
5,0,0.5458333333333333,0.565928757549944
5,1,0.6089108910891088,0.6559362106107105
5,2,0.6455182072829133,0.6851509682615587
5,3,0.6728579133918937,0.7091265266833577
5,4,0.6953171828171828,0.7401313006606001
5,5,0.7161769976055691,0.760261549846349
5,6,0.7381669300301376,0.7725640824283384
5,7,0.7504279232770161,0.7831989648857278
5,8,0.7626713672798554,0.7848354861345149
5,9,0.7758430177753751,0.7983838185912706
5,10,0.7912064571370087,0.8173555967658771
5,11,0.7961510858182685,0.8189709614938936
5,12,0.8071825023025403,0.8301775303001327
5,13,0.8158052513757464,0.8363565397462792
5,14,0.8276761299807983,0.8462005695190153
5,15,0.8331533082687342,0.8491978488929691
5,16,0.8411310696527415,0.8522112644242148
5,17,0.8483495986322747,0.8614845520352565
5,18,0.8537325743436387,0.8712292402761663
5,19,0.8499184951986317,0.8672701613772866
5,20,0.8504331535910483,0.8678324285725709
5,21,0.8545888078432947,0.8712927939703429
5,22,0.8586438407532332,0.877362847261725
5,23,0.8589604347417334,0.8772688153442714
5,24,0.8568018731235354,0.8752787972282111
5,25,0.8540321224594343,0.8727475045570936
5,26,0.8526155062225098,0.8823701624856634
5,27,0.8488084378976957,0.8721870227416473
5,28,0.8494236181973323,0.8734592115242835
5,29,0.8556637070075919,0.8835588995066118
5,30,0.8586804405716777,0.8848129199348492
5,31,0.8593159246023153,0.8851493282450594
5,32,0.8588850836961741,0.8834811067152286
5,33,0.857272543432097,0.8829252545187866
5,34,0.8570767404603844,0.8821657123121973
5,35,0.8545031434832665,0.8856173848804213
5,36,0.858914893713388,0.8916812680297592
5,37,0.8581530984500015,0.8958292052705845
5,38,0.858818370076688,0.8928332207646916
5,39,0.855895152629417,0.8894537842586534
5,40,0.8584279716698039,0.8946334925631013
5,41,0.8599279478993253,0.8954138846627562
5,42,0.8636357520097773,0.900488461271565
5,43,0.8586407372333252,0.8997982276245995
5,44,0.860956980746404,0.9022250550071765
5,45,0.8643866524307109,0.9048290693563472
5,46,0.8577126232726763,0.9009487585604788
5,47,0.8603338401884366,0.904174758138538
5,48,0.8594631657846761,0.9043895966511751
5,49,0.8600229297882067,0.9029921979966046
5,50,0.8616128982567265,0.8979751626335174
5,51,0.8625119182403639,0.9016047725544554
5,52,0.8635961614543063,0.8999261442939573
5,53,0.863512884224576,0.8981550609130917
5,54,0.861805442236947,0.895056595818988
5,55,0.8661762701099823,0.8994124996262474
5,56,0.867318853655404,0.8958937897865499
5,57,0.8672187307559489,0.8912749450722711
5,58,0.8640509865587435,0.8880799058160418
5,59,0.8605242773842624,0.8916523596770322
5,60,0.8562083462520936,0.891005332674974
5,61,0.8547746514681325,0.8890075420315282
5,62,0.8494441743443403,0.884072394083293
5,63,0.8476526066437762,0.8816810092724686
5,64,0.8467266102241839,0.8845658652061268
5,65,0.8413261213261826,0.8750266107215995
5,66,0.8380296306501732,0.8720819564854386
5,67,0.835423533546684,0.8740056419124624
5,68,0.8340065872157771,0.87557493971615
5,69,0.8330501846090443,0.8713516364429161
5,70,0.8355891351479784,0.873115358698244
5,71,0.8370716611284041,0.8725798494030664
5,72,0.8376756819894101,0.8751707801727384
5,73,0.8337495515218032,0.8698862800106135
5,74,0.8332987168027852,0.8671055594634393
5,75,0.8352351064849189,0.8719130115862727
5,76,0.8330238034287124,0.8663395822729963
5,77,0.8314355377731613,0.8655100125950185
5,78,0.8368581564063398,0.8750746675288893
5,79,0.8359155138314984,0.8789396606087748
5,80,0.8349592712447178,0.8823374928334172
5,81,0.8344222901802612,0.8827020808833594
5,82,0.8364726235479254,0.8835956292504704
5,83,0.8429870172222638,0.8891336946923284
5,84,0.8399833679955243,0.8832627226746262
5,85,0.8367161321448574,0.882611634495106
5,86,0.8342663028987655,0.8811921353891375
5,87,0.835260197011802,0.8801100269135071
5,88,0.8358766457411286,0.8791608640107472
5,89,0.8343343876803486,0.8726770191991287
5,90,0.8346142747224036,0.8697042476249968
5,91,0.8337069264759779,0.870246561435747
5,92,0.8304068024007408,0.8653587488875045
5,93,0.825648984229383,0.8614726668707211
5,94,0.8281173011038591,0.8734469081275482
5,95,0.8268660419140864,0.8697403852068336
5,96,0.8268771207103061,0.8707976082225811
5,97,0.8228692798238133,0.8664372353376107
5,98,0.8234748908446274,0.8683789668046544
5,99,0.8222464394579851,0.8753932424423198
6,0,0.5458333333333334,0.5305845526373125
6,1,0.565016501650165,0.6028048537556897
6,2,0.6158146591970122,0.6500784585917105
6,3,0.6445946987209124,0.655706009094294
6,4,0.6810103091353091,0.7054743760139643
6,5,0.7032202189345047,0.7399720007047405
6,6,0.7183855714516093,0.7636353517411915
6,7,0.7369596852966837,0.7870460461156878
6,8,0.7508145704675633,0.781961119962481
6,9,0.7641456951508929,0.7937210861469826
6,10,0.776977402386212,0.8055165297006162
6,11,0.7987032518379268,0.8187438277947615
6,12,0.8069327666273846,0.8251625326941855
6,13,0.8230864431938434,0.8468849026128519
6,14,0.8291327609439065,0.8473642394533757
6,15,0.8402678361407666,0.8587129978226463
6,16,0.8458926747675176,0.8553494111753536
6,17,0.8471871552494613,0.8457797470549281
6,18,0.8430009190515858,0.8468769388046078
6,19,0.8500649146965223,0.8615345106039181
6,20,0.8542571944381157,0.8687576197040682
6,21,0.8508380631570381,0.8708817252654902
6,22,0.8471451839364114,0.8690512050764515
6,23,0.8452692216973345,0.8628306406851046
6,24,0.848935919059324,0.8715840820303532
6,25,0.8457651828167645,0.873850406008901
6,26,0.8413087920642374,0.8745844870866987
6,27,0.8472237430599691,0.8851045744425423
6,28,0.8527515880645824,0.8900047901187624
6,29,0.854095667447491,0.890178982438047
6,30,0.8512253477579851,0.8854681049735499
6,31,0.851418339577069,0.8836687452422698
6,32,0.8547309822206112,0.8808691360790508
6,33,0.857240384257955,0.8859943666551026
6,34,0.8576749518087216,0.882964726158246
6,35,0.86222796762334,0.8853305519914919
6,36,0.8684683265231079,0.8899363768446302
6,37,0.8688773662024083,0.8914393114564476
6,38,0.8634350943607558,0.8884745418561814
6,39,0.8632131595530186,0.8900591323552715
6,40,0.8661247315171609,0.8940738868272841
