S_bar,W
0.5024630253002195,0.0
0.2314527214019987,2944.0553959917047
0.1556517905196306,2389.202311653199
0.12292567704407105,2031.107163991957
0.11550085222752478,3046.488043136852
0.09760576415436796,1203.0875744595926
0.09036661056369351,1744.4264164699146
0.08212048235158298,817.7076297528149
0.07743842103164222,1033.8600448632935
0.07314568628666863,800.2613775604289
0.06931966693601561,379.58215978172336
0.06251747006643107,269.30557960431855
0.05884854600789175,328.3729462043681
0.05717209255954831,1075.0688524633201
0.053687560570693564,189.569870611302
0.05220774815779519,305.75916924967396
0.0507147729734464,525.8234536759725
0.050081659472361935,387.8592716141826
0.04928976833976658,319.57343255073846
0.04887047967545439,282.78550767262345
0.04903867101770284,732.1497662700343
0.048674711837696984,0.22959837517607554
0.04837587484636597,203.38191172232652
0.04776450531856035,346.25022824023387
0.047924088236858946,341.1595553108964
0.04801223589651973,152.70933090373575
0.04795111110590193,400.4961982153053
0.04812656057135201,495.1102997221467
0.048229022251654326,559.0076234058284
0.04807285764336466,201.65746188440733
0.04751260246709807,9.30022058049493e-06
0.047813523388062794,394.024768066442
0.0482676298019949,630.4965141655704
0.04821786009008885,177.2095611191696
0.04885129613305097,1004.6212736232184
0.04864168254177485,3.9857279516503206e-05
0.048616605260269105,336.47735513986146
0.04830822770710043,180.2524082351253
0.048194505478969085,342.9966047323611
0.04822312734199161,210.50004303276717
0.04817201016888826,0.0
0.04806618356040404,166.55843511608387
0.04796522212947864,506.6576352941775
0.048051341244917396,277.2319975628019
0.04736009169788846,305.3440816194458
0.04768184388032473,401.1484446386414
0.04739696533220206,143.77853100283377
0.04760658897762903,336.4336846716404
0.04721493802956733,0.0
0.047329178508120504,343.14517529510374
0.04766685527565109,382.8989518120487
0.04793198746523877,468.9876411090685
0.04829646322984347,905.5215911066751
0.04802800672497463,0.0001245558830078726
0.04777279075511667,0.0
0.04763147652447079,177.49855869117877
0.047896535079941474,376.1754440861089
0.04764799390157024,198.8668814093577
0.04792302354029921,150.95263278187895
0.04785774427048579,378.2880239657222
0.047839495116597415,285.0927891596052
0.047317997595184624,0.0006952057269557422
0.04653282403019059,0.0995650322884973
0.04678759452021736,344.7630361876534
0.04697592234043508,211.13427644970128
0.04687958224180449,0.0035188582773530816
0.04695648513406744,375.6595583006382
0.04713678453807671,378.9061596046503
0.04731728635235226,339.51436751405583
0.04723066671289337,172.32812448723317
0.04706573655796258,179.71169706509016
0.04761844841662183,641.6073937857535
0.047838225329358164,319.6825664433504
0.047896184873484716,297.5898345394399
0.04779994912663775,0.06422682955864488
0.047828277792403506,0.24994784541307072
0.047816219155315,383.99883285889223
0.04793147423734159,520.6696207163382
0.04750062284469057,0.00021884802847934427
0.047501941302240565,173.2771605853314
0.047640557033511256,304.98537699189575
0.047260772117116705,151.73868132474982
0.04718681459194494,178.66681260832448
0.04692463232490842,0.10259951400319045
0.047208561123221394,393.02568547989955
0.04721690477760077,140.80900558567959
0.04696041791418533,176.60416092717293
0.046929039523380255,353.43903082104214
0.04742046519409037,569.7103223466869
0.047470789960058525,197.38061076565083
0.04733250753488673,203.68856705646826
0.047330588699016636,200.3731420874757
0.04741920862506187,367.8596774089348
0.04751877950602798,168.7745209990781
0.04740651451670618,141.78184095495575
0.04752426822293032,150.8356814648748
0.04783119407124477,503.68392115262986
0.04746155096325318,0.001754083743422457
0.047049527093443566,0.0009333870095021095
0.046965207250940236,144.38058606705226
